Month,Business_Line_name,Cost_Center,Cost_Center_Name,Project_Name,Intercompany_Name,FS_Category,Account_Grouping,Account_Name,Analytical_Code_D,Currency,SumOfCurrent Month,SumOfBudget,BudgetVariance,BudgetVariancePercentage,SumOfPrevious Month,VarianceFromPreviousMonth,VarianceFromPreviousMonthPercentage
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 182,AR Control account Current,Current assets,AR Control account (C) - Cost  Recoverable-Employees,12204/5434 - Hashem  Qaw,SAR,0,0,0,,0,0,
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 182,AR Control account Current,Current assets,AR Control account (C) - Cost  Recoverable-Employees,12204/5454 - Nikhil  Shetty,SAR,-387.0736086,-425.7809695,38.7073609,-9.09 %,-322.5613405,-64.5122681,20.00 %
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 182,AR Control account Current,Current assets,AR Control account (C) - Cost  Recoverable-Employees,12204/5456 - Fahad Karali,SAR,80.78994614,80.78994614,0,0.00 %,89.76660682,-8.97666068,-10.00 %
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 182,AR Control account Current,Current assets,AR Control account (C) - Cost  Recoverable-Employees,12204/5457 - Hitesh Kishanbhai Patel,SAR,-2465.1614,-22186.4526,19721.2912,-88.89 %,-2833.518851,368.357451,-13.00 %
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 182,AR Control account Current,Current assets,AR Control account (C) - Cost  Recoverable-Employees,12204/5499 - Sambit Pattnaik,SAR,-23759.42549,-26135.36804,2375.94255,-9.09 %,-304.6080192,-23454.81747,7700.00 %
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 182,AR Control account Current,Current assets,AR Control account (C) - Cost  Recoverable-Employees,12204/5555 - Deduction Control AC,SAR,32804.22831,32804.22831,0,0.00 %,29822.02573,2982.20258,10.00 %
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 182,AR Control account Current,Current assets,AR Control account (C) - Cost  Recoverable-Employees,12204/5563 - Emad AlMutairi,SAR,-84.02154399,-756.1938959,672.1723519,-88.89 %,-70.01795332,-14.00359067,20.00 %
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 182,AR Control account Current,Current assets,AR Control account (C) - Cost  Recoverable-Employees,12204/5575 - Shahzeb  Afridi,SAR,49.55116697,54.50628366,-4.95511669,-9.09 %,55.05685218,-5.50568521,-10.00 %
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 182,AR Control account Current,Current assets,AR Control account (C) - Cost  Recoverable-Employees,12204/5590 - Amaljeev Thara Rajeev,SAR,-395.6912029,-395.6912029,0,0.00 %,-454.8174746,59.1262717,-13.00 %
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 182,AR Control account Current,Current assets,AR Control account (C) - Cost  Recoverable-Employees,12204/5608 - Arif Mallik,SAR,4224.416517,38019.74865,-33795.33213,-88.89 %,54.15918612,4170.257331,7700.00 %
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 182,AR Control account Current,Current assets,AR Control account (C) - Cost  Recoverable-Employees,12204/5609 - Rehan Baig,SAR,324.7082585,732.6795332,-407.9712747,-55.68 %,216.4721724,108.2360861,50.00 %
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 182,AR Control account Current,Current assets,AR Control account (C) - Cost  Recoverable-Employees,12204/5619 - Ritchie Luperia,SAR,0,0,0,,0,0,
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 182,AR Control account Current,Current assets,AR Control account (C) - Cost  Recoverable-Employees,12204/5667 - Bandar Birano,SAR,-401.9748654,-401.9748654,0,0.00 %,-334.9790545,-66.9958109,20.00 %
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 182,AR Control account Current,Current assets,AR Control account (C) - Cost  Recoverable-Employees,12204/5668 - Sreenivasulu Narayanakatta,SAR,-13987.16338,-125884.4704,111897.307,-88.89 %,-15541.29264,1554.12926,-10.00 %
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 182,AR Control account Current,Current assets,AR Control account (C) - Cost  Recoverable-Employees,12204/5695 - Saud Alzahrani,SAR,0,0,0,,0,0,
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 182,AR Control account Current,Current assets,AR Control account (C) - Cost  Recoverable-Employees,12204/5706 - Mohamad Nathar Gowda,SAR,12836.62478,12836.62478,0,0.00 %,164.5721125,12672.05267,7700.00 %
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 182,AR Control account Current,Current assets,AR Control account (C) - Cost  Recoverable-Employees,12204/5721 - Bushra Hamidaddin,SAR,-14713.16427,-132418.4785,117705.3142,-88.89 %,-9808.776182,-4904.388088,50.00 %
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 182,AR Control account Current,Current assets,AR Control account (C) - Cost  Recoverable-Employees,12204/5726 - Ahmed Bilal,SAR,2362.208259,2598.429084,-236.220825,-9.09 %,1574.805506,787.402753,50.00 %
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 182,AR Control account Current,Current assets,AR Control account (C) - Cost  Recoverable-Employees,12204/5728 - Manuel Emilio Martin Rodriquez,SAR,-170.1077199,-170.1077199,0,0.00 %,-113.4051466,-56.7025733,50.00 %
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 182,AR Control account Current,Current assets,AR Control account (C) - Cost  Recoverable-Employees,12204/5729 - Asia Sharif,SAR,25.9497307,233.5475763,-207.5978456,-88.89 %,23.59066427,2.35906643,10.00 %
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 182,AR Control account Current,Current assets,AR Control account (C) - Cost  Recoverable-Employees,12204/5730 - Rami  Al Yusuf,SAR,6.104129264,6.71454219,-0.610412926,-9.09 %,5.086774387,1.017354877,20.00 %
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 182,AR Control account Current,Current assets,AR Control account (C) - Cost  Recoverable-Employees,12204/5755 - Bandar  AlSuhaibani,SAR,-191.8734291,-191.8734291,0,0.00 %,-213.192699,21.3192699,-10.00 %
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 182,AR Control account Current,Current assets,AR Control account (C) - Cost  Recoverable-Employees,12204/5757 - Rakan Alharbi,SAR,232.7049671,2094.344704,-1861.639737,-88.89 %,211.5499701,21.154997,10.00 %
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 182,AR Control account Current,Current assets,AR Control account (C) - Cost  Recoverable-Employees,12204/5758 - Abdulrahman  Alnounou,SAR,-255.8312388,-281.4143627,25.5831239,-9.09 %,-213.192699,-42.6385398,20.00 %
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 182,AR Control account Current,Current assets,AR Control account (C) - Cost  Recoverable-Employees,12204/5761 - Ahmed  Al Magroor,SAR,-191.8734291,-191.8734291,0,0.00 %,-213.192699,21.3192699,-10.00 %
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 182,AR Control account Current,Current assets,AR Control account (C) - Cost  Recoverable-Employees,12204/5762 - Muneera  Aljbreen,SAR,-185.4776481,-1669.298833,1483.821185,-88.89 %,-213.192699,27.7150509,-13.00 %
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 182,AR Control account Current,Current assets,AR Control account (C) - Cost  Recoverable-Employees,12204/5766 - Zainab AlQudaihi,SAR,-16629.03052,-18291.93357,1662.90305,-9.09 %,-213.192699,-16415.83782,7700.00 %
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 182,AR Control account Current,Current assets,AR Control account (C) - Cost  Recoverable-Employees,12204/5769 - Kinda Albowilid,SAR,-234.5119689,-234.5119689,0,0.00 %,-213.192699,-21.3192699,10.00 %
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 182,AR Control account Current,Current assets,AR Control account (C) - Cost  Recoverable-Employees,12204/5772 - Mahmood  Basurrah,SAR,0,0,0,,0,0,
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 182,AR Control account Current,Current assets,AR Control account (C) - Cost  Recoverable-Employees,12204/5785 - Mutlaq Alenzy,SAR,154.1122083,169.5234291,-15.4112208,-9.09 %,171.235787,-17.1235787,-10.00 %
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 182,AR Control account Current,Current assets,AR Control account (C) - Cost  Recoverable-Employees,12204/5822 - Ahmed AlMaghrabi,SAR,-1843.452424,-1843.452424,0,0.00 %,-2118.910832,275.458408,-13.00 %
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 182,AR Control account Current,Current assets,AR Control account (C) - Cost  Recoverable-Employees,12204/5849 - Hatem Alwabel,SAR,40026.92998,360242.3698,-320215.4398,-88.89 %,513.165769,39513.76421,7700.00 %
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 182,AR Control account Current,Current assets,AR Control account (C) - Cost  Recoverable-Employees,12204/5850 - Faisal Jadu,SAR,-1507.666068,-1658.432675,150.766607,-9.09 %,-1005.110712,-502.555356,50.00 %
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 182,AR Control account Current,Current assets,AR Control account (C) - Cost  Recoverable-Employees,12204/5879 - Anirban  Kundu,SAR,170.1077199,170.1077199,0,0.00 %,113.4051466,56.7025733,50.00 %
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 182,AR Control account Current,Current assets,AR Control account (C) - Cost  Recoverable-Employees,12204/5902 - Ahmed  Alhumidan,SAR,-1418.312388,-12764.81149,11346.4991,-88.89 %,-945.5415919,-472.7707961,50.00 %
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 182,AR Control account Current,Current assets,AR Control account (C) - Cost  Recoverable-Employees,12204/5914 - Abdulrahman Ahmed Algannas,SAR,156.679234,172.3471574,-15.6679234,-9.09 %,142.4356673,14.2435667,10.00 %
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 182,AR Control account Current,Current assets,AR Control account (C) - Cost  Recoverable-Employees,12204/5982 - Muhammed Ammar  Fahim,SAR,0,0,0,,0,0,
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 182,AR Control account Current,Current assets,AR Control account (C) - Cost  Recoverable-Employees,12204/6014 - Reem Alzwaidi,SAR,95.46678636,859.2010772,-763.7342908,-88.89 %,106.0742071,-10.60742074,-10.00 %
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 182,AR Control account Current,Current assets,AR Control account (C) - Cost  Recoverable-Employees,12204/6021 - Vlad Moscalu,SAR,0,0,0,,0,0,
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 182,AR Control account Current,Current assets,AR Control account (C) - Cost  Recoverable-Employees,12204/6047 - Marco Arcelli,SAR,-1202097.163,-1202097.163,0,0.00 %,-15411.50209,-1186685.661,7700.00 %
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 182,AR Control account Current,Current assets,AR Control account (C) - Cost  Recoverable-Employees,12204/6061 - Yahya Hamidaddin,SAR,0,0,0,,0,0,
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 182,AR Control account Current,Current assets,AR Control account (C) - Cost  Recoverable-Employees,12204/6106 - Abhijay Awasthi,SAR,77.42369838,85.16606822,-7.74236984,-9.09 %,51.61579892,25.80789946,50.00 %
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 182,AR Control account Current,Current assets,AR Control account (C) - Cost  Recoverable-Employees,12204/6141 - Bodour Baeesa,SAR,-7671.328546,-7671.328546,0,0.00 %,-5114.219031,-2557.109515,50.00 %
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 182,AR Control account Current,Current assets,AR Control account (C) - Cost  Recoverable-Employees,12204/6145 - Faisal  Alotaibi,SAR,-2799.529623,-25195.76661,22396.23699,-88.89 %,-2545.02693,-254.502693,10.00 %
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 182,AR Control account Current,Current assets,AR Control account (C) - Cost  Recoverable-Employees,12204/6158 - Hessah Bin Moammar,SAR,-2512.226212,-2763.448833,251.222621,-9.09 %,-2093.521843,-418.704369,20.00 %
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 182,AR Control account Current,Current assets,AR Control account (C) - Cost  Recoverable-Employees,12204/6294 - Simon Watson,SAR,0,0,0,,0,0,
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 182,AR Control account Current,Current assets,AR Control account (C) - Cost  Recoverable-Employees,12204/6306 - Mohammed AlHasan,SAR,9.634051466,86.7064632,-77.07241173,-88.89 %,8.758228606,0.87582286,10.00 %
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 182,AR Control account Current,Current assets,AR Control account (C) - Cost  Recoverable-Employees,12204/6407 - Bader AlTamimi,SAR,633.572711,696.929982,-63.357271,-9.09 %,527.9772591,105.5954519,20.00 %
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 182,AR Control account Current,Current assets,AR Control account (C) - Cost  Recoverable-Employees,12204/6426 - Haroon Siyech,SAR,26.03859964,26.03859964,0,0.00 %,28.93177738,-2.89317774,-10.00 %
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 182,AR Control account Current,Current assets,AR Control account (C) - Cost  Recoverable-Employees,12204/6501 - Muhammad Kaloozi,SAR,0,0,0,,0,0,
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 182,AR Control account Current,Current assets,AR Control account (C) - Cost  Recoverable-Employees,12204/9999 - General -Other Staff,SAR,1316.5769,1316.5769,0,0.00 %,1196.888091,119.688809,10.00 %
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 182,AR Control account Current,Current assets,AR Control account (C) - Credit Card Payments,12203/0000 - Chairman-Mohammed Abu Nayyan,SAR,75986.6921,89236.61879,-13249.92669,-14.85 %,50657.79473,25328.89737,50.00 %
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 182,AR Control account Current,Current assets,AR Control account (C) - Credit Card Payments,12203/0001 - Suntharesan Padmanathan,SAR,0,0,0,,0,0,
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 182,AR Control account Current,Current assets,AR Control account (C) - Credit Card Payments,12203/0006 - Shariq Mubin Ur Rahman Rahman,SAR,0,78176.54698,-78176.54698,-100.00 %,0,0,
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 182,AR Control account Current,Current assets,AR Control account (C) - Credit Card Payments,12203/0007 - Abbas Noureldiem Abdullah,SAR,0,57338.89886,-57338.89886,-100.00 %,0,0,
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 182,AR Control account Current,Current assets,AR Control account (C) - Credit Card Payments,12203/0008 - Yasir Mahmoud,SAR,0,45798.36625,-45798.36625,-100.00 %,0,0,
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 182,AR Control account Current,Current assets,AR Control account (C) - Credit Card Payments,12203/0011 - Nizar Abdulsamad Ahmed Alrushaid,SAR,1241.360862,10904.32675,-9662.965888,-88.62 %,1128.509874,112.850988,10.00 %
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 182,AR Control account Current,Current assets,AR Control account (C) - Credit Card Payments,12203/0012 - Ahmad Waraich,SAR,0,62648.1149,-62648.1149,-100.00 %,0,0,
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 182,AR Control account Current,Current assets,AR Control account (C) - Credit Card Payments,12203/0027 - Fahad Al Shammari,SAR,0,34036.4991,-34036.4991,-100.00 %,0,0,
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 182,AR Control account Current,Current assets,AR Control account (C) - Credit Card Payments,12203/0036 - Mansour Abutalib,SAR,0,65276.23279,-65276.23279,-100.00 %,0,0,
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 182,AR Control account Current,Current assets,AR Control account (C) - Credit Card Payments,12203/0045 - Muhammad Aijaz Umer,SAR,0,27125.22741,-27125.22741,-100.00 %,0,0,
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 182,AR Control account Current,Current assets,AR Control account (C) - Credit Card Payments,12203/0069 - Murtada Alsafi,SAR,374.1400359,48050.38001,-47676.23997,-99.22 %,311.7833633,62.3566726,20.00 %
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 182,AR Control account Current,Current assets,AR Control account (C) - Credit Card Payments,12203/0079 - Samir Abdulaziz Dowairij Al Dowairij,SAR,0,17068.75823,-17068.75823,-100.00 %,0,0,
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 182,AR Control account Current,Current assets,AR Control account (C) - Credit Card Payments,12203/0126 - Youssef Hassan,SAR,0,14333.87193,-14333.87193,-100.00 %,0,0,
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 182,AR Control account Current,Current assets,AR Control account (C) - Credit Card Payments,12203/0129 - Zeeshan Hyder Maqbool Ahmed Qureshi Ali Ahmed Zahid Hyder,SAR,0,4065.43088,-4065.43088,-100.00 %,0,0,
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 182,AR Control account Current,Current assets,AR Control account (C) - Credit Card Payments,12203/0138 - Abid Hussain Malik,SAR,0,87817.63914,-87817.63914,-100.00 %,0,0,
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 182,AR Control account Current,Current assets,AR Control account (C) - Credit Card Payments,12203/0233 - Saif Al Qahtani,SAR,0,0,0,,0,0,
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 182,AR Control account Current,Current assets,AR Control account (C) - Credit Card Payments,12203/0254 - Badis Derradji -M ORZAZAT,SAR,103.2315978,929.0843806,-825.8527828,-88.89 %,68.82106523,34.41053257,50.00 %
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 182,AR Control account Current,Current assets,AR Control account (C) - Credit Card Payments,12203/0260 - Yara Anabtawi,SAR,0,0,0,,0,0,
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 182,AR Control account Current,Current assets,AR Control account (C) - Credit Card Payments,12203/0269 - Adel Yehia Khalifa Mohamed,SAR,0,0,0,,0,0,
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 182,AR Control account Current,Current assets,AR Control account (C) - Credit Card Payments,12203/0277 - Nadeem Rizvi R -HEPCO,SAR,123.8779174,136.2657092,-12.3877918,-9.09 %,103.2315978,20.6463196,20.00 %
