Month,Business_Line_name,Cost_Center,Cost_Center_Name,Project_Name,Intercompany_Name,FS_Category,Account_Grouping,Account_Name,Analytical_Code_D,Currency,SumOfCurrent Month
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 182,AR Control account Current,Current assets,AR Control account (C) - Cost  Recoverable-Employees,12204/5850 - Faisal Jadu,SAR,-1507.666068
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 182,AR Control account Current,Current assets,AR Control account (C) - Cost  Recoverable-Employees,12204/5879 - Anirban  Kundu,SAR,170.1077199
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 182,AR Control account Current,Current assets,AR Control account (C) - Cost  Recoverable-Employees,12204/5902 - Ahmed  Alhumidan,SAR,-1418.312388
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 182,AR Control account Current,Current assets,AR Control account (C) - Cost  Recoverable-Employees,12204/5914 - Abdulrahman Ahmed Algannas,SAR,156.679234
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 182,AR Control account Current,Current assets,AR Control account (C) - Cost  Recoverable-Employees,12204/5982 - Muhammed Ammar  Fahim,SAR,0
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 182,AR Control account Current,Current assets,AR Control account (C) - Cost  Recoverable-Employees,12204/6014 - Reem Alzwaidi,SAR,95.46678636
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 182,AR Control account Current,Current assets,AR Control account (C) - Cost  Recoverable-Employees,12204/6021 - Vlad Moscalu,SAR,0
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 182,AR Control account Current,Current assets,AR Control account (C) - Cost  Recoverable-Employees,12204/6047 - Marco Arcelli,SAR,-1202097.163
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 182,AR Control account Current,Current assets,AR Control account (C) - Cost  Recoverable-Employees,12204/6061 - Yahya Hamidaddin,SAR,0
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 182,AR Control account Current,Current assets,AR Control account (C) - Cost  Recoverable-Employees,12204/6106 - Abhijay Awasthi,SAR,77.42369838
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 182,AR Control account Current,Current assets,AR Control account (C) - Cost  Recoverable-Employees,12204/6141 - Bodour Baeesa,SAR,-7671.328546
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 182,AR Control account Current,Current assets,AR Control account (C) - Cost  Recoverable-Employees,12204/6145 - Faisal  Alotaibi,SAR,-2799.529623
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 182,AR Control account Current,Current assets,AR Control account (C) - Cost  Recoverable-Employees,12204/6158 - Hessah Bin Moammar,SAR,-2512.226212
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 182,AR Control account Current,Current assets,AR Control account (C) - Cost  Recoverable-Employees,12204/6294 - Simon Watson,SAR,0
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 182,AR Control account Current,Current assets,AR Control account (C) - Cost  Recoverable-Employees,12204/6306 - Mohammed AlHasan,SAR,9.634051466
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 182,AR Control account Current,Current assets,AR Control account (C) - Cost  Recoverable-Employees,12204/6407 - Bader AlTamimi,SAR,633.572711
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 182,AR Control account Current,Current assets,AR Control account (C) - Cost  Recoverable-Employees,12204/6426 - Haroon Siyech,SAR,26.03859964
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 182,AR Control account Current,Current assets,AR Control account (C) - Cost  Recoverable-Employees,12204/6501 - Muhammad Kaloozi,SAR,0
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 182,AR Control account Current,Current assets,AR Control account (C) - Cost  Recoverable-Employees,12204/9999 - General -Other Staff,SAR,1316.5769
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 182,AR Control account Current,Current assets,AR Control account (C) - Credit Card Payments,12203/0000 - Chairman-Mohammed Abu Nayyan,SAR,75986.6921
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 182,AR Control account Current,Current assets,AR Control account (C) - Credit Card Payments,12203/0001 - Suntharesan Padmanathan,SAR,0
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 182,AR Control account Current,Current assets,AR Control account (C) - Credit Card Payments,12203/0006 - Shariq Mubin Ur Rahman Rahman,SAR,0
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 182,AR Control account Current,Current assets,AR Control account (C) - Credit Card Payments,12203/0007 - Abbas Noureldiem Abdullah,SAR,0
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 182,AR Control account Current,Current assets,AR Control account (C) - Credit Card Payments,12203/0008 - Yasir Mahmoud,SAR,0
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 182,AR Control account Current,Current assets,AR Control account (C) - Credit Card Payments,12203/0011 - Nizar Abdulsamad Ahmed Alrushaid,SAR,1241.360862
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 182,AR Control account Current,Current assets,AR Control account (C) - Credit Card Payments,12203/0012 - Ahmad Waraich,SAR,0
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 182,AR Control account Current,Current assets,AR Control account (C) - Credit Card Payments,12203/0027 - Fahad Al Shammari,SAR,0
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 182,AR Control account Current,Current assets,AR Control account (C) - Credit Card Payments,12203/0036 - Mansour Abutalib,SAR,0
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 182,AR Control account Current,Current assets,AR Control account (C) - Credit Card Payments,12203/0045 - Muhammad Aijaz Umer,SAR,0
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 182,AR Control account Current,Current assets,AR Control account (C) - Credit Card Payments,12203/0069 - Murtada Alsafi,SAR,374.1400359
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 182,AR Control account Current,Current assets,AR Control account (C) - Credit Card Payments,12203/0079 - Samir Abdulaziz Dowairij Al Dowairij,SAR,0
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 182,AR Control account Current,Current assets,AR Control account (C) - Credit Card Payments,12203/0126 - Youssef Hassan,SAR,0
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 182,AR Control account Current,Current assets,AR Control account (C) - Credit Card Payments,12203/0129 - Zeeshan Hyder Maqbool Ahmed Qureshi Ali Ahmed Zahid Hyder,SAR,0
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 182,AR Control account Current,Current assets,AR Control account (C) - Credit Card Payments,12203/0138 - Abid Hussain Malik,SAR,0
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 182,AR Control account Current,Current assets,AR Control account (C) - Credit Card Payments,12203/0233 - Saif Al Qahtani,SAR,0
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 182,AR Control account Current,Current assets,AR Control account (C) - Credit Card Payments,12203/0254 - Badis Derradji -M ORZAZAT,SAR,103.2315978
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 182,AR Control account Current,Current assets,AR Control account (C) - Credit Card Payments,12203/0260 - Yara Anabtawi,SAR,0
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 182,AR Control account Current,Current assets,AR Control account (C) - Credit Card Payments,12203/0269 - Adel Yehia Khalifa Mohamed,SAR,0
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 182,AR Control account Current,Current assets,AR Control account (C) - Credit Card Payments,12203/0277 - Nadeem Rizvi R -HEPCO,SAR,123.8779174
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 182,AR Control account Current,Current assets,AR Control account (C) - Credit Card Payments,12203/0278 - Sami Al Harbi- R AM-Jeddah,SAR,0
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 182,AR Control account Current,Current assets,AR Control account (C) - Credit Card Payments,12203/0279 - Jagdishkumar Shah,SAR,0
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 182,AR Control account Current,Current assets,AR Control account (C) - Credit Card Payments,12203/0295 - Abdulaziz Mohammad Saeed Mahdi,SAR,0
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 182,AR Control account Current,Current assets,AR Control account (C) - Credit Card Payments,12203/0300 - Mehdi Boukezzata,SAR,0
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 182,AR Control account Current,Current assets,AR Control account (C) - Credit Card Payments,12203/0301 - Omar Alhadad,SAR,0
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 182,AR Control account Current,Current assets,AR Control account (C) - Credit Card Payments,12203/0303 - Mothana Alodhaib,SAR,0
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 182,AR Control account Current,Current assets,AR Control account (C) - Credit Card Payments,12203/0307 - Thamer Saud Alsharhan,SAR,28689.52298
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 182,AR Control account Current,Current assets,AR Control account (C) - Credit Card Payments,12203/0358 - Hager Al-Twegieri,SAR,0
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 182,AR Control account Current,Current assets,AR Control account (C) - Credit Card Payments,12203/0367 - Alberto Garcia,SAR,3341.665171
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 182,AR Control account Current,Current assets,AR Control account (C) - Credit Card Payments,12203/0373 - Khaled Almedbel,SAR,0
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 182,AR Control account Current,Current assets,AR Control account (C) - Credit Card Payments,12203/0376 - Ayad Al Amri,SAR,0
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 182,AR Control account Current,Current assets,AR Control account (C) - Credit Card Payments,12203/0392 - Tariq Nada,SAR,0
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 182,AR Control account Current,Current assets,AR Control account (C) - Credit Card Payments,12203/0395 - Omar Al Hassan,SAR,0
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 182,AR Control account Current,Current assets,AR Control account (C) - Credit Card Payments,12203/0401 - Ali Al Mukhtar,SAR,0
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 182,AR Control account Current,Current assets,AR Control account (C) - Credit Card Payments,12203/0403 - Gopal Sanjiv Iyer,SAR,0
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 182,AR Control account Current,Current assets,AR Control account (C) - Credit Card Payments,12203/0491 - Ishaq AlHAmmadi,SAR,0
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 182,AR Control account Current,Current assets,AR Control account (C) - Credit Card Payments,12203/0503 - Abdulaziz Al Mugarri,SAR,0
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 182,AR Control account Current,Current assets,AR Control account (C) - Credit Card Payments,12203/0522 - Mir Dawar Ali,SAR,22277.20557
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 182,AR Control account Current,Current assets,AR Control account (C) - Credit Card Payments,12203/0528 - Fouzi Mubarak Al Saidi,SAR,0
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 182,AR Control account Current,Current assets,AR Control account (C) - Credit Card Payments,12203/0572 - Husam Al-Ghailani,SAR,0
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 182,AR Control account Current,Current assets,AR Control account (C) - Credit Card Payments,12203/0581 - Faisal Turki N Bin Humaid,SAR,61.93895871
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 182,AR Control account Current,Current assets,AR Control account (C) - Credit Card Payments,12203/0590 - Abdulaziz Al Mubarak,SAR,0
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 182,AR Control account Current,Current assets,AR Control account (C) - Credit Card Payments,12203/0596 - Muhammad Ghulam Subhani,SAR,0
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 182,AR Control account Current,Current assets,AR Control account (C) - Credit Card Payments,12203/0655 - Issam Amara,SAR,70.23339318
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 182,AR Control account Current,Current assets,AR Control account (C) - Credit Card Payments,12203/0724 - Abdullah Saeed Al Ghamdi,SAR,9825.666068
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 182,AR Control account Current,Current assets,AR Control account (C) - Credit Card Payments,12203/0736 - Maged Al Goaid,SAR,0
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 182,AR Control account Current,Current assets,AR Control account (C) - Credit Card Payments,12203/0744 - Mohammed Al Ajmi,SAR,0
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 182,AR Control account Current,Current assets,AR Control account (C) - Credit Card Payments,12203/0762 - Abdulaziz Al Baadi,SAR,0
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 182,AR Control account Current,Current assets,AR Control account (C) - Credit Card Payments,12203/0778 - Mashhour Al Saadi,SAR,0
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 182,AR Control account Current,Current assets,AR Control account (C) - Credit Card Payments,12203/0809 - Rayan Mohammed Abdulghani,SAR,0
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 182,AR Control account Current,Current assets,AR Control account (C) - Credit Card Payments,12203/0854 - Abdullah Saeed Al Jubran,SAR,0
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 182,AR Control account Current,Current assets,AR Control account (C) - Credit Card Payments,12203/0860 - Akash Nair,SAR,0
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 182,AR Control account Current,Current assets,AR Control account (C) - Credit Card Payments,12203/0931 - Anas Ekhlaq Ahmed,SAR,0
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 182,AR Control account Current,Current assets,AR Control account (C) - Credit Card Payments,12203/0937 - Bankuro Narayana Rao,SAR,0
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 182,AR Control account Current,Current assets,AR Control account (C) - Credit Card Payments,12203/0958 - Sulaiman Turki,SAR,0
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 182,AR Control account Current,Current assets,AR Control account (C) - Credit Card Payments,12203/0961 - Aftab Ahmed,SAR,0
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 182,AR Control account Current,Current assets,AR Control account (C) - Credit Card Payments,12203/1013 - Suguna Balram,SAR,0
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 182,AR Control account Current,Current assets,AR Control account (C) - Credit Card Payments,12203/1027 - Abdullah AlShebeili,SAR,0
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 182,AR Control account Current,Current assets,AR Control account (C) - Credit Card Payments,12203/1038 - Mashhour  AlGhamdi,SAR,0
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 182,AR Control account Current,Current assets,AR Control account (C) - Credit Card Payments,12203/1041 - Talal Al-Tayar,SAR,0
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 182,AR Control account Current,Current assets,AR Control account (C) - Credit Card Payments,12203/1044 - Fahad AlRewaithi,SAR,0
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 182,AR Control account Current,Current assets,AR Control account (C) - Credit Card Payments,12203/1058 - Mohammed AlKadi,SAR,0
24-Oct,Corporate & Hold Co - BL,0000,None,Project 1,Intercompany 182,AR Control account Current,Current assets,AR Control account (C) - Credit Card Payments,12203/1065 - Mohamed Ahmed Youssef Ahmed,SAR,0
